Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
The LVL 4125,"Alterra Property Group, LLC (“Alterra”)",267-764-4363,"4125-4136 Chestnut St, Philadelphia, PA 19104",True,2019,141,https://www.apartments.com/the-lvl-4125-philadelphia-pa/w67tywk/
Vue32,The Bozzuto Group,267-293-6132,"3201 Race St, Philadelphia, PA 19104",False,2017,170,https://www.apartments.com/vue32-philadelphia-pa/v60dc8g/
Locust on the Park,Apartment Investment and Management Company,267-328-4619,"201 S 25th St, Philadelphia, PA 19103",True,1911,152,https://www.apartments.com/locust-on-the-park-philadelphia-pa/lrk4fcf/
Edgewater Apartments,Greystar,866-413-3978,"2323 Race St, Philadelphia, PA 19103",False,2005,287,https://www.apartments.com/edgewater-apartments-philadelphia-pa/tdb3pqb/
AQ Rittenhouse,Greystar,844-289-2042,"2021 Chestnut St, Philadelphia, PA 19103",False,2015,112,https://www.apartments.com/aq-rittenhouse-philadelphia-pa/16wpkk4/
Park Towne Place Apartments,Apartment Investment and Management Company,844-688-8899,"2200 Benjamin Franklin Pky, Philadelphia, PA 19130",False,1959,940,https://www.apartments.com/park-towne-place-apartments-philadelphia-pa/hczsx91/
1919 Market St.,LCOR/JV Acquisition LLC,844-481-0879,"1919 Market St, Philadelphia, PA 19103",False,2016,321,https://www.apartments.com/1919-market-st-philadelphia-pa/z6xq6wz/
The Harper,"Pearl Properties, LLC",844-269-1523,"112 S 19th St, Philadelphia, PA 19103",False,2018,225,https://www.apartments.com/the-harper-philadelphia-pa/n7y3jmq/
The Wellington,Allan Domb Real Estate,844-458-9327,"135 S 19th St, Philadelphia, PA 19103",False,1925,115,https://www.apartments.com/the-wellington-philadelphia-pa/h4qd3v1/
The Pepper Building,"Alterra Property Group, LLC (“Alterra”)",866-930-6366,"1830 Lombard St, Philadelphia, PA 19146",False,1927,183,https://www.apartments.com/the-pepper-building-philadelphia-pa/sr2b9f7/
The Sterling,Apartment Investment and Management Company,215-987-2233,"1815 John F Kennedy Blvd, Philadelphia, PA 19103",False,1961,534,https://www.apartments.com/the-sterling-philadelphia-pa/crkk3bg/
The Point At Rittenhouse Row,Pantzer Properties,844-665-0950,"1601 Sansom St, Philadelphia, PA 19103",False,1970,84,https://www.apartments.com/the-point-at-rittenhouse-row-philadelphia-pa/575estn/
The Granary,Greystar,215-437-3188,"1901 Callowhill St, Philadelphia, PA 19130",False,2013,229,https://www.apartments.com/the-granary-philadelphia-pa/w082d3k/
The Atlantic,Post Brothers Apartments,844-774-8374,"1401 Spruce St, Philadelphia, PA 19102",False,2019,268,https://www.apartments.com/the-atlantic-philadelphia-pa/hqf41b0/
NORTHxNORTHWEST - North Tower,Brookfield Properties Multifamily LLC,844-238-9126,"450 N 18th St, Philadelphia, PA 19130",False,2017,270,https://www.apartments.com/northxnorthwest-north-tower-philadelphia-pa/3q4dq5e/
The Alexander,Greystar,215-309-6874,"1601 Vine St, Philadelphia, PA 19102",False,2018,277,https://www.apartments.com/the-alexander-philadelphia-pa/njfrbjm/
1600 Callowhill,Greystar,855-457-9340,"1600 Callowhill St, Philadelphia, PA 19130",False,2018,96,https://www.apartments.com/1600-callowhill-philadelphia-pa/smplw16/
Southstar Lofts,Apartment Investment and Management Company,267-787-6605,"521 S Broad St, Philadelphia, PA 19147",False,2014,85,https://www.apartments.com/southstar-lofts-philadelphia-pa/rxx6q00/
777 South Broad,Apartment Investment and Management Company,844-694-5356,"777 S Broad St, Philadelphia, PA 19147",True,2010,146,https://www.apartments.com/777-south-broad-philadelphia-pa/vfpmd3f/
Lincoln Square,"Alterra Property Group, LLC (“Alterra”)",267-540-3084,"1000 S Broad St, Philadelphia, PA 19146",False,2018,322,https://www.apartments.com/lincoln-square-philadelphia-pa/2xrwhkb/
The Porter,Stamm Development Group,610-850-9955,"2940 W Thompson St, Philadelphia, PA 19121",True,2019,29,https://www.apartments.com/the-porter-philadelphia-pa/kyf9blc/
The Commonwealth,"Alterra Property Group, LLC (“Alterra”)",267-297-2958,"1201 Chestnut St, Philadelphia, PA 19107",False,1980,98,https://www.apartments.com/the-commonwealth-philadelphia-pa/mcysbhk/
The Girard,Greystar,215-372-1163,"1199 Ludlow St, Philadelphia, PA 19107",False,2018,240,https://www.apartments.com/the-girard-philadelphia-pa/xhslt9m/
Tower Place,Scully Company,888-814-6825,"1400 Spring Garden St, Philadelphia, PA 19130",False,2013,204,https://www.apartments.com/tower-place-philadelphia-pa/bex449c/
The Collins,Greystar,844-841-5339,"1125 Sansom St, Philadelphia, PA 19107",False,2016,112,https://www.apartments.com/the-collins-philadelphia-pa/f79m92r/
The Hub At 31 Brewerytown,Westrum Development Company,844-247-2132,"1410 N 31st St, Philadelphia, PA 19121",False,2018,84,https://www.apartments.com/the-hub-at-31-brewerytown-philadelphia-pa/m3558gl/
The Pointe,Westrum Development Company,267-984-4928,"1415 N 31st St, Philadelphia, PA 19121",False,2017,50,https://www.apartments.com/the-pointe-philadelphia-pa/f7p4zcs/
The Ludlow,Greystar,215-372-1196,"1101 Ludlow St, Philadelphia, PA 19107",True,2018,322,https://www.apartments.com/the-ludlow-philadelphia-pa/lpm616f/
1200 Washington,Westrum Development Company,484-588-6981,"1200 Washington Ave, Philadelphia, PA 19147",False,2017,48,https://www.apartments.com/1200-washington-philadelphia-pa/3r6jt4d/
Goldtex,Post Brothers Apartments,215-600-2233,"315 N 12th St, Philadelphia, PA 19107",False,2013,165,https://www.apartments.com/goldtex-philadelphia-pa/k40zgfc/
The Franklin Residences,Korman Communities,215-987-3270,"834 Chestnut St, Philadelphia, PA 19107",False,1923,301,https://www.apartments.com/the-franklin-residences-philadelphia-pa/dbd8hml/
Crane Chinatown,The Bozzuto Group,844-223-2489,"1001 Vine St, Philadelphia, PA 19107",False,2019,150,https://www.apartments.com/crane-chinatown-philadelphia-pa/j07dm17/
The Civic,JG Real Estate,844-590-5723,"1600-1650 W Girard Ave, Philadelphia, PA 19130",False,2019,88,https://www.apartments.com/the-civic-philadelphia-pa/16cseb4/
Independence Lofts,Independence Press Building Master Tenant LLC,844-850-0651,"525-533 N 11th St, Philadelphia, PA 19123",True,1920,92,https://www.apartments.com/independence-lofts-philadelphia-pa/bxlql0b/
Lyndon At The Curtis,Stonehenge Advisors Inc.,844-806-0858,"601 Walnut St, Philadelphia, PA 19106",True,2017,63,https://www.apartments.com/lyndon-at-the-curtis-philadelphia-pa/pw2ccrr/
The View at Old City,Priderock Capital Management,703-988-2292,"401 Race St, Philadelphia, PA 19106",False,2018,216,https://www.apartments.com/the-view-at-old-city-philadelphia-pa/x1bf4wq/
Bridge on Race,Greystar,215-883-7502,"205 Race St, Philadelphia, PA 19106",True,2017,145,https://www.apartments.com/bridge-on-race-philadelphia-pa/xxf2e4n/
The National,"BPG Real Estate Services, LLC",610-719-3296,"121 N 2nd St, Philadelphia, PA 19106",False,2018,192,https://www.apartments.com/the-national-philadelphia-pa/jxddv96/
The Dane,CP Acquisitions 30 LLC,844-752-3041,"2201 Bryn Mawr Ave, Philadelphia, PA 19131",False,1960,231,https://www.apartments.com/the-dane-philadelphia-pa/mz3lvnk/
The Piazza,Post Brothers Apartments,844-414-6170,"1001 N 2nd St, Philadelphia, PA 19123",False,2006,319,https://www.apartments.com/the-piazza-philadelphia-pa/pslb7ts/
1 Brown,Greystar,844-868-3774,"1 Brown St, Philadelphia, PA 19123",True,2013,245,https://www.apartments.com/1-brown-philadelphia-pa/6fxklcs/
Liberty Square,Palladium,215-600-2264,"1203 Germantown Ave, Philadelphia, PA 19122",False,2018,59,https://www.apartments.com/liberty-square-philadelphia-pa/hy0hmv0/
Diamond Green-Student Housing!!,Orens Brothers Real Estate Inc.,844-396-7061,"1000 Diamond St, Philadelphia, PA 19122",True,2012,92,https://www.apartments.com/diamond-green-student-housing-philadelphia-pa/rx12fs2/
Enclaves,Lindy Property,866-641-9827,"3900 Gateway Dr, Philadelphia, PA 19145",False,2005,216,https://www.apartments.com/enclaves-philadelphia-pa/5yqhwcp/
Imperial Towers,Scully Company,267-415-4725,"3801 Conshohocken Ave, Philadelphia, PA 19131",False,1969,191,https://www.apartments.com/imperial-towers-philadelphia-pa/z5m8jhw/
West River Apartments,Rushmore Management,215-298-9737,"3601 Conshohocken Ave, Philadelphia, PA 19131",False,1965,162,https://www.apartments.com/west-river-apartments-philadelphia-pa/7c47vez/
Bala Apartments,"Woodward Properties, Inc.",866-604-9519,"4920-4950 City Ave, Philadelphia, PA 19131",False,1910,152,https://www.apartments.com/bala-apartments-philadelphia-pa/jejegh7/
The Mansion at Bala,"Winther Investment, Inc.",855-217-3028,"4700 City Ave, Philadelphia, PA 19131",True,2010,276,https://www.apartments.com/the-mansion-at-bala-philadelphia-pa/48hrl8l/
Lincoln Green,Chelsea Management,866-719-1673,"4000-4040 Presidential Blvd, Philadelphia, PA 19131",False,1986,636,https://www.apartments.com/lincoln-green-philadelphia-pa/wg5fjpl/
The Legacy at Drexel Arms,Foresite Realty,844-402-6649,"6301 Overbrook Ave, Philadelphia, PA 19151",False,1909,130,https://www.apartments.com/the-legacy-at-drexel-arms-philadelphia-pa/lgelnpg/
The Point at City Line,Pantzer Properties,215-240-4087,"6100 City Ave, Philadelphia, PA 19131",False,1983,302,https://www.apartments.com/the-point-at-city-line-philadelphia-pa/nqv8lbn/
Lincoln Court Apartments,Stonelock Properties,844-647-6567,"6351 Overbook Ave, Philadelphia, PA 19151",True,1936,58,https://www.apartments.com/lincoln-court-apartments-philadelphia-pa/wpls2mk/
"Dobson Studios, Lofts and apartments","Winther Investment, Inc.",267-297-3173,"4055 Ridge Ave, Philadelphia, PA 19129",False,2007,284,https://www.apartments.com/dobson-studios-lofts-and-apartments-philadelphia-pa/z18pmxz/
Penthouses at Presidential City,Post Brothers Apartments,888-814-7970,"76 Winding Dr, Philadelphia, PA 19131",False,2015,60,https://www.apartments.com/penthouses-at-presidential-city-philadelphia-pa/79brkfz/
Adams at Presidential City,Post Brothers Apartments,844-867-4256,"3800 City Ave, Philadelphia, PA 19131",False,2017,242,https://www.apartments.com/adams-at-presidential-city-philadelphia-pa/z2dgeqx/
Washington at Presidential City,Post Brothers Apartments,844-219-3966,"3902 City Ave, Philadelphia, PA 19131",False,2015,120,https://www.apartments.com/washington-at-presidential-city-philadelphia-pa/g969jkx/
Jefferson at Presidential City,Post Brothers Apartments,267-774-4779,"3900 City Ave, Philadelphia, PA 19131",False,2016,241,https://www.apartments.com/jefferson-at-presidential-city-philadelphia-pa/90t98h5/
Madison at Presidential City,Post Brothers Apartments,844-291-0497,"3800-3900 City Ave, Philadelphia, PA 19131",False,2015,265,https://www.apartments.com/madison-at-presidential-city-philadelphia-pa/ry3jv13/
The Kelly,CP Acquisitions 30 LLC,844-280-8665,"10 Union Ave, Bala Cynwyd, PA 19004",False,2019,109,https://www.apartments.com/the-kelly-bala-cynwyd-pa/hezp011/
International City Apartments,AJH Management,844-737-6801,"7900 Lindbergh Blvd, Philadelphia, PA 19153",False,1976,648,https://www.apartments.com/international-city-apartments-philadelphia-pa/bwm4rj9/
The Royal Athena,The Bozzuto Group,844-210-4113,"600 Righters Ferry Rd, Bala Cynwyd, PA 19004",True,2016,277,https://www.apartments.com/the-royal-athena-bala-cynwyd-pa/sy3f9q7/
Fallsview Gardens,Stonelock Properties,484-388-5701,"3026 W Queen Ln, Philadelphia, PA 19129",True,1958,34,https://www.apartments.com/fallsview-gardens-philadelphia-pa/xk810sq/
The Axis,Altman Management Company,267-443-1952,"20 S 36th St, Philadelphia, PA 19104",True,1925,165,https://www.apartments.com/the-axis-philadelphia-pa/lwqxhqd/
AKA University City,Korman Communities,844-233-1886,"2929 Walnut St, Philadelphia, PA 19104",False,2016,135,https://www.apartments.com/aka-university-city-philadelphia-pa/5r4q7dn/
2116 Chestnut,Greystar,844-307-3268,"2116 Chestnut St, Philadelphia, PA 19103",False,2013,323,https://www.apartments.com/2116-chestnut-philadelphia-pa/w8xrmsk/
The Republic,Greystar,856-432-4241,"1930 Chestnut St, Philadelphia, PA 19103",False,1920,145,https://www.apartments.com/the-republic-philadelphia-pa/vv2dfge/
222 Rittenhouse,Sentinel Real Estate Corporation,844-670-2756,"222 W Rittenhouse Sq, Philadelphia, PA 19103",False,1925,101,https://www.apartments.com/222-rittenhouse-philadelphia-pa/tfkv6e8/
The Lofts at 1835 Arch,Brookfield Properties Multifamily LLC,844-731-1049,"1835 Arch St, Philadelphia, PA 19103",False,2000,193,https://www.apartments.com/the-lofts-at-1835-arch-philadelphia-pa/2e1byf8/
Furnished Rittenhouse Square One Bedroom,250 S 17th St,757-690-7092,"250 S 17th St, Philadelphia, PA 19103",True,1920,,https://www.apartments.com/furnished-rittenhouse-square-one-bedroom-philadelphia-pa/9s86gs4/
1700 Walnut Street,Turchi Inc.,888-548-7427,"1700 Walnut St, Philadelphia, PA 19103",False,1925,68,https://www.apartments.com/1700-walnut-street-philadelphia-pa/6x57ykt/
Dalian on the Park,The Bozzuto Group,844-522-3991,"501 N 22nd St, Philadelphia, PA 19130",False,2016,293,https://www.apartments.com/dalian-on-the-park-philadelphia-pa/n3k3jhm/
Icon,Scully Company,844-810-7183,"1616 Walnut St, Philadelphia, PA 19103",False,2014,206,https://www.apartments.com/icon-philadelphia-pa/6d31ljs/
THE SANSOM,Pantzer Properties,844-891-2280,"1605 Sansom St, Philadelphia, PA 19103",False,2013,104,https://www.apartments.com/the-sansom-philadelphia-pa/kd91bx8/
The Arch,"Alterra Property Group, LLC (“Alterra”)",844-649-2783,"1701 Arch St, Philadelphia, PA 19103",False,2012,114,https://www.apartments.com/the-arch-philadelphia-pa/vgc74ng/
The Drake,Brookfield Properties Multifamily LLC,844-523-6582,"1512 Spruce St, Philadelphia, PA 19102",False,1930,284,https://www.apartments.com/the-drake-philadelphia-pa/k2h3vzb/
Green Street Apartments,Altman Management Company,844-229-3461,"2113 Green St, Philadelphia, PA 19130",False,1920,54,https://www.apartments.com/green-street-apartments-philadelphia-pa/h9h3jz0/
1500 Locust,The Bozzuto Group,877-870-5076,"1500-1514 Locust St, Philadelphia, PA 19102",False,1972,612,https://www.apartments.com/1500-locust-philadelphia-pa/y9hc9sv/
Franklin Tower Residences,PMC Property Group,844-257-9541,"200 N 16th St, Philadelphia, PA 19102",True,2019,549,https://www.apartments.com/franklin-tower-residences-philadelphia-pa/zxjdetx/
One Franklin Town,Brookfield Properties Multifamily LLC,844-276-2303,"1 Franklin Town Blvd, Philadelphia, PA 19103",False,1987,335,https://www.apartments.com/one-franklin-town-philadelphia-pa/pn45x3s/
Lofts at Logan View,Greystar,215-989-4195,"1666-1666 Callowhill St, Philadelphia, PA 19130",False,1903,105,https://www.apartments.com/lofts-at-logan-view-philadelphia-pa/60qcywt/
THE GRIFFIN CENTER CITY,Greystar,844-384-8525,"1338-1348 Chestnut St, Philadelphia, PA 19107",False,2015,217,https://www.apartments.com/the-griffin-center-city-philadelphia-pa/7d7rbbx/
The Flats at 31 Brewerytown,Westrum Development Company,215-874-3627,"3100 W Thompson St, Philadelphia, PA 19121",False,2014,114,https://www.apartments.com/the-flats-at-31-brewerytown-philadelphia-pa/mhxt3vl/
1213 Walnut,The Bozzuto Group,240-398-3581,"1213 Walnut St, Philadelphia, PA 19107",False,2017,322,https://www.apartments.com/1213-walnut-philadelphia-pa/851yr90/
The Fairmount @ Brewerytown,Scully Company,215-372-1181,"1363 N 31st St, Philadelphia, PA 19121",False,2016,161,https://www.apartments.com/the-fairmount-brewerytown-philadelphia-pa/sdk4z77/
Lofts 640,EB Realty Management Corp,866-662-6012,"640 N Broad St, Philadelphia, PA 19130",False,2006,265,https://www.apartments.com/lofts-640-philadelphia-pa/bwg3mxc/
Stable Lofts,North Broad Living Management,844-524-0264,"631 N Broad St, Philadelphia, PA 19123",False,2019,41,https://www.apartments.com/stable-lofts-philadelphia-pa/tzp3cnc/
Head House Flats-Abbotts Square,EB Realty Management Corp,844-530-0739,"528 S 2nd St, Philadelphia, PA 19147",True,2016,47,https://www.apartments.com/head-house-flats-abbotts-square-philadelphia-pa/hmw1n80/
218 Arch Street,PMC Property Group,844-320-7836,"218 Arch St, Philadelphia, PA 19106",False,2018,144,https://www.apartments.com/218-arch-street-philadelphia-pa/wbqdzvk/
Vantage,Asset Living,855-343-7617,"1120 Cecil B. Moore Ave, Philadelphia, PA 19122",True,2019,368,https://www.apartments.com/vantage-philadelphia-pa/6pv4stt/
Wynnefield Terrace,"Woodward Properties, Inc.",844-284-6689,"4991 Parkside Ave N, Philadelphia, PA 19131",False,1947,120,https://www.apartments.com/wynnefield-terrace-philadelphia-pa/58e24zq/
Kardon,PMC Property Group,844-225-1926,"1801-1851 N 10th St, Philadelphia, PA 19122",False,1911,241,https://www.apartments.com/kardon-philadelphia-pa/xhevqzm/
11 Cooper,The Michaels Organization,844-208-0532,"11 Cooper St, Camden, NJ 08102",False,2019,156,https://www.apartments.com/11-cooper-camden-nj/tgslg68/
the metropolitan bala,Metropolitan Management Corporation,215-687-4695,"2746 Belmont Ave, Philadelphia, PA 19131",True,1963,140,https://www.apartments.com/the-metropolitan-bala-philadelphia-pa/h9lewm1/
Vista,Greystar,844-264-0974,"2805 N 47th St, Philadelphia, PA 19131",False,1968,133,https://www.apartments.com/vista-philadelphia-pa/kybykf8/
Falls Bridge Lofts,Stonehenge Advisors Inc.,267-520-3396,"4328 Ridge Ave, Philadelphia, PA 19129",False,2017,46,https://www.apartments.com/falls-bridge-lofts-philadelphia-pa/vwnwvqe/
Hillcrest Apartments,Westover Companies,484-458-5783,"785 W Providence Rd, Lansdowne, PA 19050",False,1970,84,https://www.apartments.com/hillcrest-apartments-lansdowne-pa/m39w97k/
Lansdowne Towers Apartments,Westover Companies,844-254-5130,"772 E Providence Rd, Aldan, PA 19018",False,1966,231,https://www.apartments.com/lansdowne-towers-apartments-aldan-pa/8yym7z2/
Rock Hill Apartments,The Galman Group,215-874-0711,"205-215 Rock St, Philadelphia, PA 19128",False,1962,97,https://www.apartments.com/rock-hill-apartments-philadelphia-pa/nzcsd7q/
Domus,"UDR, Inc.",888-923-5149,"3411 Chestnut St, Philadelphia, PA 19104",False,2008,290,https://www.apartments.com/domus-philadelphia-pa/mrvbv0l/
The Link at University City,"CA Ventures, LLC",844-699-1840,"3600-3630 Lancaster Ave, Philadelphia, PA 19104",True,2019,126,https://www.apartments.com/the-link-at-university-city-philadelphia-pa/f0nhpcs/
Florence Gardens,Altman Management Company,844-211-4255,"506 S 41st St, Philadelphia, PA 19104",False,1930,56,https://www.apartments.com/florence-gardens-philadelphia-pa/7pzjmlz/
Walnut Hill Apartments,"Campus Apartments, Inc.",844-634-2138,"4111 Walnut St, Philadelphia, PA 19104",False,1926,82,https://www.apartments.com/walnut-hill-apartments-philadelphia-pa/k4e1dj8/
Carriage House,University Communities,215-253-3411,"3500 Powelton Ave, Philadelphia, PA 19104",True,1895,165,https://www.apartments.com/carriage-house-philadelphia-pa/bmjte18/
Evo at Cira Centre South,Asset,215-645-4418,"2930 Chestnut St, Philadelphia, PA 19104",True,2014,850,https://www.apartments.com/evo-at-cira-centre-south-philadelphia-pa/sjv12e7/
Netherlands,Brick Management,844-570-4912,"4300 Chestnut St, Philadelphia, PA 19104",False,1907,63,https://www.apartments.com/netherlands-philadelphia-pa/1mv74l5/
Westwood,Westwood Apartments,844-544-7205,"4404 Walnut St, Philadelphia, PA 19104",False,1925,59,https://www.apartments.com/westwood-philadelphia-pa/wb30bdj/
Spruce Hill Court,"Campus Apartments, Inc.",877-631-3143,"4400 Spruce St, Philadelphia, PA 19104",False,,33,https://www.apartments.com/spruce-hill-court-philadelphia-pa/fjsv6ht/
2400 Chestnut St.,2400 Chestnut,844-801-8109,"2400 Chestnut St, Philadelphia, PA 19103",True,1979,368,https://www.apartments.com/2400-chestnut-st-philadelphia-pa/zqgzz2x/
The Riverloft,Apartment Investment and Management Company,215-987-2234,"2300 Walnut St, Philadelphia, PA 19103",False,1910,184,https://www.apartments.com/the-riverloft-philadelphia-pa/jjsmwp7/
Roosevelt,Rushmore Management,844-803-8429,"2220 Walnut St, Philadelphia, PA 19103",True,1915,101,https://www.apartments.com/roosevelt-philadelphia-pa/kwhwv29/
4519-4525 Pine St,Brick Management,844-322-7938,"4519-4525 Pine St, Philadelphia, PA 19143",False,1900,15,https://www.apartments.com/4519-4525-pine-st-philadelphia-pa/6ppl4dr/
Chester Plaza,Brick Management,844-575-8559,"4605-4611 Chester Ave, Philadelphia, PA 19143",True,1925,78,https://www.apartments.com/chester-plaza-philadelphia-pa/5j4wmgn/
U City Flats,Altman Management Company,267-443-6009,"4612-4620 Sansom St, Philadelphia, PA 19139",False,2016,42,https://www.apartments.com/u-city-flats-philadelphia-pa/ncc6h5m/
801 S 47th St,Brick Management,844-248-3646,"801 S 47th St, Philadelphia, PA 19143",False,1925,29,https://www.apartments.com/801-s-47th-st-philadelphia-pa/7p97m2x/
Garden Court Plaza,Spruce Street Commons,844-294-6987,"4701 Pine St, Philadelphia, PA 19143",False,1930,162,https://www.apartments.com/garden-court-plaza-philadelphia-pa/8ws64l2/
The Chatham,Michael Singer Real Estate,844-390-9470,"135 S 20th St, Philadelphia, PA 19103",False,1927,93,https://www.apartments.com/the-chatham-philadelphia-pa/918dxc7/
West Loft Apartments,Stonehenge Advisors Inc.,281-506-2586,"4700 Walnut St, Philadelphia, PA 19139",False,2017,139,https://www.apartments.com/west-loft-apartments-philadelphia-pa/wlt98hj/
Sylvania Gardens Apartments,Berger Properties,484-685-0230,"414-424 S 48th St, Philadelphia, PA 19143",False,1925,80,https://www.apartments.com/sylvania-gardens-apartments-philadelphia-pa/t5x38nb/
The Cornerstone,Altman Management Company,866-775-3600,"400 S 48th St, Philadelphia, PA 19143",False,1920,115,https://www.apartments.com/the-cornerstone-philadelphia-pa/2lhplp8/
Rittenhouse Claridge,Kaiserman Company,844-513-0268,"201 S 18th St, Philadelphia, PA 19103",False,1951,455,https://www.apartments.com/rittenhouse-claridge-philadelphia-pa/dk9gwtl/
Touraine,Spruce Street Commons,267-772-5809,"1520 Spruce St, Philadelphia, PA 19102",False,1917,132,https://www.apartments.com/touraine-philadelphia-pa/7fs0qcy/
Rittenhouse Square,OCF Realty LLC,844-407-3460,"1501 Locust St, Philadelphia, PA 19102",False,1947,29,https://www.apartments.com/rittenhouse-square-philadelphia-pa/6bkdzfv/
Westbury,University City Housing,484-805-0368,"271 S 15th St, Philadelphia, PA 19102",False,1928,106,https://www.apartments.com/westbury-philadelphia-pa/wm05w9h/
NORTHxNORTHWEST - Northwest Tower,Brookfield Properties Multifamily LLC,267-463-2843,"500 N 18th St, Philadelphia, PA 19130",False,1987,286,https://www.apartments.com/northxnorthwest-northwest-tower-philadelphia-pa/4wlm53l/
The Metropolitan,Reinhold Residential,215-789-9403,"117 N 15th St, Philadelphia, PA 19102",False,1926,121,https://www.apartments.com/the-metropolitan-philadelphia-pa/fmqqvsr/
Juniper Place,Michael Singer Real Estate,844-350-0533,"247-249 S Juniper St, Philadelphia, PA 19107",False,1922,51,https://www.apartments.com/juniper-place-philadelphia-pa/89cqne1/
Waverly Court Apartments,OCF Realty LLC,844-235-4065,"412-426 S 13th St, Philadelphia, PA 19147",False,2016,61,https://www.apartments.com/waverly-court-apartments-philadelphia-pa/jcr30n4/
The Packard Motor Car Building,Reinhold Residential,215-989-4182,"317-321 N Broad St, Philadelphia, PA 19107",False,1925,151,https://www.apartments.com/the-packard-motor-car-building-philadelphia-pa/561epbq/
The Lofts at Brewerytown,Pennrose Management Company,844-685-8360,"3000 W Master St, Philadelphia, PA 19121",False,2005,61,https://www.apartments.com/the-lofts-at-brewerytown-philadelphia-pa/l5tyhzd/
The Grand Corinthian,JG Real Estate,844-369-7344,"909 Corinthian Ave, Philadelphia, PA 19130",False,1911,22,https://www.apartments.com/the-grand-corinthian-philadelphia-pa/nvmrrnm/
Spruce Apartments,Brick Management,484-483-1881,"1023-1028 Spruce St, Philadelphia, PA 19107",False,1900,,https://www.apartments.com/spruce-apartments-philadelphia-pa/zx0n4dx/
Mural Lofts,EB Realty Management Corp,844-475-9022,"523 N Broad St, Philadelphia, PA 19123",True,2015,59,https://www.apartments.com/mural-lofts-philadelphia-pa/1ln4mn6/
The Claridge,Shapiro Property Management,844-688-2687,"319 S 10th St, Philadelphia, PA 19107",False,1925,17,https://www.apartments.com/the-claridge-philadelphia-pa/xepv80p/
Divine Lorraine,EB Realty Management Corp,215-583-3298,"699 N Broad St, Philadelphia, PA 19123",False,1894,101,https://www.apartments.com/divine-lorraine-philadelphia-pa/vf4tx5e/
The Bradford,OCF Realty LLC,844-268-9913,"507-515 S 8th St, Philadelphia, PA 19147",False,2017,26,https://www.apartments.com/the-bradford-philadelphia-pa/lbvw35g/
Apartments @ 1220,Pintzuk Brown Realty Group,844-713-3267,"1220-1246 N Broad St, Philadelphia, PA 19121",True,1940,294,https://www.apartments.com/apartments-1220-philadelphia-pa/p17l0zr/
The Lofts at 509 Vine,Stonehenge Advisors Inc.,844-210-9479,"509 Vine St, Philadelphia, PA 19106",False,1929,44,https://www.apartments.com/the-lofts-at-509-vine-philadelphia-pa/zy4wx0z/
The Brownstones at Diamond Street,Pennrose Management Company,267-592-3718,"3200 W Diamond St, Philadelphia, PA 19121",False,1928,49,https://www.apartments.com/the-brownstones-at-diamond-street-philadelphia-pa/v2fe77g/
Catherine Street Chase,Knickerbocker Properties,844-701-3916,"324-340 Catharine St, Philadelphia, PA 19147",False,1915,36,https://www.apartments.com/catherine-street-chase-philadelphia-pa/yqgg4yv/
Bank Street Court,"Brandywine Construction & Management, Inc.",267-443-1965,"24-30 S Bank St, Philadelphia, PA 19106",False,1854,59,https://www.apartments.com/bank-street-court-philadelphia-pa/d6qjbgl/
