Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
Water Street Flats,Crawford Hoying,844-631-4832,"427 Water St, Dayton, OH 45402",False,2015,191,https://www.apartments.com/water-street-flats-dayton-oh/ywmyjtv/
The Landing,Crawford Hoying,937-552-2164,"115 W Monument Ave, Dayton, OH 45402",False,1929,166,https://www.apartments.com/the-landing-dayton-oh/73h25nw/
Woodman Park,Monarch Investment and Management Group,844-234-3885,"4996 Woodman Park Dr, Dayton, OH 45432",False,1969,520,https://www.apartments.com/woodman-park-dayton-oh/v6qn2sd/
Wilmington Apartments,"C&D Property Management, Inc.",844-296-4162,"805 Wilmington Ave, Dayton, OH 45420",False,1962,84,https://www.apartments.com/wilmington-apartments-dayton-oh/07cd1v1/
The Lakewoods Apartments,The Millennia Companies,844-876-4074,"980 Wilmington Ave, Dayton, OH 45420",False,1966,417,https://www.apartments.com/the-lakewoods-apartments-dayton-oh/trwz55b/
Colonial Court,Dutton LLC,844-237-9316,"1431 Wilmington Ave, Dayton, OH 45420",False,1967,96,https://www.apartments.com/colonial-court-dayton-oh/jld08q5/
Chateaux L'Aiglon,R Simpson Properties Inc,937-999-3019,"15 Rue Royale, Dayton, OH 45429",False,1968,68,https://www.apartments.com/chateaux-laiglon-dayton-oh/3w1s45g/
Audubon Crossing,Woda Cooper Companies,937-343-5953,"119 Edgewood Ave, Dayton, OH 45402",False,2018,50,https://www.apartments.com/audubon-crossing-dayton-oh/fbv3qht/
363 Wyoming St,,,"363 Wyoming St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/363-wyoming-st-dayton-oh/dcbz56j/
1827 Wyoming St Unit 1829,,,"1827 Wyoming St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/1827-wyoming-st-dayton-oh-unit-1829/5033ejq/
2366 S Patterson Blvd Unit 14,,937-343-1465,"2366 S Patterson Blvd, Dayton, OH 45409",False,2018,50,https://www.apartments.com/2366-s-patterson-blvd-dayton-oh-unit-14/l705gde/
310 S Patterson Blvd Unit 5,,937-506-6100,"310 S Patterson Blvd, Dayton, OH 45402",False,2018,50,https://www.apartments.com/310-s-patterson-blvd-dayton-oh-unit-5/pfkpq9v/
310 S Patterson Blvd Unit 8,,937-552-3460,"310 S Patterson Blvd, Dayton, OH 45402",False,2018,50,https://www.apartments.com/310-s-patterson-blvd-dayton-oh-unit-8/fgnfpvv/
3113 South Smithville Road Unit 3,,844-291-1945,"3113 South Smithville Road, Dayton, OH 45420",False,2018,50,https://www.apartments.com/3113-south-smithville-road-dayton-oh-unit-3/szrfqd5/
616 South Smithville Road Unit 616,,209-326-1015,"616 South Smithville Road, Dayton, OH 45403",False,2018,50,https://www.apartments.com/616-south-smithville-road-dayton-oh-unit-616/ymdmlqs/
102 Salem Ave,,,"102 Salem Ave, Dayton, OH 45406",False,2018,50,https://www.apartments.com/102-salem-ave-dayton-oh/d4pyekk/
837 Riverview Terrace Unit 6,,,"837 Riverview Terrace, Dayton, OH 45402",False,2018,50,https://www.apartments.com/837-riverview-terrace-dayton-oh-unit-6/hkrlqd2/
3113 South Smithville Road Unit 2,,844-291-0720,"3113 South Smithville Road, Dayton, OH 45420",False,2018,50,https://www.apartments.com/3113-south-smithville-road-dayton-oh-unit-2/nfx2pjn/
275 Medford St,,,"275 Medford St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/275-medford-st-dayton-oh/3vp4y9d/
"2 br, 1 bath House - 210 Volkenand Avenue",,,"210 Volkenand Ave, Dayton, OH 45410",False,2018,50,https://www.apartments.com/2-br-1-bath-house-210-volkenand-avenue-dayton-oh/820ngr1/
729 Carlysle St,,,"729 Carlysle St, Akron, OH 44310",False,2018,50,https://www.apartments.com/729-carlysle-st-akron-oh/v0hmcre/
500 Oak St,,,"500 Oak St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/500-oak-st-dayton-oh/xhs29sq/
"2 br, 1 bath House - 22 Colorado Avenue",,,"22 Colorado Ave, Dayton, OH 45410",False,2018,50,https://www.apartments.com/2-br-1-bath-house-22-colorado-avenue-dayton-oh/3dy7g1g/
664 Oak St,,,"664 Oak St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/664-oak-st-dayton-oh/7dx3xdx/
128 Bonner St,,,"128 Bonner St, Dayton, OH 45410",False,2018,50,https://www.apartments.com/128-bonner-st-dayton-oh/6xvt4jv/
1408 Phillips Ave,,,"1408 Phillips Ave, Dayton, OH 45410",False,2018,50,https://www.apartments.com/1408-phillips-ave-dayton-oh/8elqtm0/
116 Bellaire Ave,,,"116 Bellaire Ave, Dayton, OH 45420",False,2018,50,https://www.apartments.com/116-bellaire-ave-dayton-oh/h5t5qs1/
Wilmington House Roscommon Place,,,"1017 Wilmington Ave, Dayton, OH 45420",False,1965,86,https://www.apartments.com/wilmington-house-roscommon-place-dayton-oh/zeprm9z/
"3 br, 1.5 bath House - 1241 Creighton Avenue,",,,"1241 Creighton Ave, Dayton, OH 45420",False,1965,86,https://www.apartments.com/3-br-15-bath-house-1241-creighton-avenue-dayton-oh/wdf5dwj/
"5 br, 1 bath House - 1101 HOLLY AVE",,,"1101 Holly Ave, Dayton, OH 45410",False,1965,86,https://www.apartments.com/5-br-1-bath-house-1101-holly-ave-dayton-oh/8z6dgt0/
250 Allen St,,,"250 Allen St, Dayton, OH 45410",False,1965,86,https://www.apartments.com/250-allen-st-dayton-oh/4b8cksh/
"3 br, 1 bath House - 1146 Carlisle Avenue,",,,"1146 Carlisle Ave, Dayton, OH 45420",False,1965,86,https://www.apartments.com/3-br-1-bath-house-1146-carlisle-avenue-dayton-oh/m1yctzk/
,,,,,,,
,,,,,,,
,,,,,,,
Wheelhouse Lofts,,,"210 Wayne Ave, Dayton, OH 45402",False,,43,https://www.apartments.com/wheelhouse-lofts-dayton-oh/kzt85p9/
551 Telford Ave,,,"551 Telford Ave, Dayton, OH 45419",False,,43,https://www.apartments.com/551-telford-ave-dayton-oh/d6efg0j/
454 Livingston Ave,,,"454 Livingston Ave, Dayton, OH 45410",False,,43,https://www.apartments.com/454-livingston-ave-dayton-oh/8rxel92/
"3 br, 1.5 bath House - 1501 Glenbeck Avenue,",,,"1501 Glenbeck Ave, Dayton, OH 45409",False,,43,https://www.apartments.com/3-br-15-bath-house-1501-glenbeck-avenue-dayton-oh/nyk5qxp/
1413 Old Ln Ave,,,"1413 Old Ln Ave, Dayton, OH 45409",False,,43,https://www.apartments.com/1413-old-ln-ave-dayton-oh/bg8xqdc/
601 Hadley Ave,,,"601 Hadley Ave, Dayton, OH 45419",False,,43,https://www.apartments.com/601-hadley-ave-dayton-oh/w2hs91h/
518 Kolping Ave,,,"518 Kolping Ave, Dayton, OH 45410",False,,43,https://www.apartments.com/518-kolping-ave-dayton-oh/c1ss36d/
"2 Bdrm Apt, Garage, WD/HU, A/C, NO PETS",,,"554 Hadley Ave, Dayton, OH 45419",False,,43,https://www.apartments.com/2-bdrm-apt-garage-wd-hu-a-c-no-pets-dayton-oh/b5dv7tb/
1580 Glenbeck Ave,,,"1580 Glenbeck Ave, Kettering, OH 45409",False,,43,https://www.apartments.com/1580-glenbeck-ave-kettering-oh/e7c1gnn/
222 S Findlay St,,,"222 S Findlay St, Dayton, OH 45403",False,,43,https://www.apartments.com/222-s-findlay-st-dayton-oh/mykggpk/
"3 br, 2 bath House - 2517 California Avenue,",,,"2517 California Ave, Dayton, OH 45419",False,,43,https://www.apartments.com/3-br-2-bath-house-2517-california-avenue-dayton-oh/y508e7s/
4-14 Gerlaugh Ave,,,"4-14 Gerlaugh Ave, Dayton, OH 45403",False,,43,https://www.apartments.com/4-14-gerlaugh-ave-dayton-oh/6epf4bv/
"2 br, 1 bath House - 226 Burkhardt Ave",,,"226 Burkhardt Ave, Dayton, OH 45403",False,,43,https://www.apartments.com/2-br-1-bath-house-226-burkhardt-ave-dayton-oh/57vpp2q/
207 Pleasant Ave,,,"207 Pleasant Ave, Dayton, OH 45403",False,,43,https://www.apartments.com/207-pleasant-ave-dayton-oh/1m0jvg4/
"1 br, 1 bath House - 1242 S Broadway St",,,"1242 S Broadway St, Dayton, OH 45417",False,,43,https://www.apartments.com/1-br-1-bath-house-1242-s-broadway-st-dayton-oh/5bkc1hq/
"2 br, 1 bath Apartment - 309 Parkdale St",,,"309 Parkdale St, Dayton, OH 45429",False,,43,https://www.apartments.com/2-br-1-bath-apartment-309-parkdale-st-dayton-oh/g727wwz/
516 East Dr,,,"516 East Dr, Dayton, OH 45419",False,,43,https://www.apartments.com/516-east-dr-dayton-oh/9kppsz5/
1 Linwood St,,,"1 Linwood St, Dayton, OH 45405",False,,43,https://www.apartments.com/1-linwood-st-dayton-oh/zv8s41x/
1 Linwood St,,,"1 Linwood St, Dayton, OH 45405",False,,43,https://www.apartments.com/1-linwood-st-dayton-oh/eejdynm/
3021 Courtland Avenue,,,"3021 Courtland Ave, Dayton, OH 45420",False,,43,https://www.apartments.com/3021-courtland-avenue-dayton-oh/3dw66pe/
3080 Southdale Dr,,,"3080 Southdale Dr, Dayton, OH 45409",False,,43,https://www.apartments.com/3080-southdale-dr-dayton-oh/qgm4jkx/
848 Riverview Terrace,,,"848 Riverview Terrace, Dayton, OH 45402",False,,43,https://www.apartments.com/848-riverview-terrace-dayton-oh/bew5jxb/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
463 Irving Ave,,,"463 Irving Ave, Dayton, OH 45409",False,1953,,https://www.apartments.com/463-irving-ave-dayton-oh/rt2ccg3/
Lawnview Apartments,,,"201 Lawnview Ave, Dayton, OH 45409",False,1978,90,https://www.apartments.com/lawnview-apartments-dayton-oh/z3s0lhy/
319 Irving Ave,,,"319 Irving Ave, Dayton, OH 45409",False,1978,11,https://www.apartments.com/319-irving-ave-dayton-oh/f4fpmbv/
314 Lowes St,,,"314 Lowes St, Dayton, OH 45409",False,1978,12,https://www.apartments.com/314-lowes-st-dayton-oh/0pcmxj3/
Campus South Apartments,,,"311 Irving Ave, Dayton, OH 45409",False,1978,57,https://www.apartments.com/campus-south-apartments-dayton-oh/8w609g2/
1710 Frericks Way,,,"1710 Frericks Way, Dayton, OH 45409",False,,10,https://www.apartments.com/1710-frericks-way-dayton-oh/84jlv01/
1806 Brown St,,,"1806 Brown St, Dayton, OH 45409",False,1962,12,https://www.apartments.com/1806-brown-st-dayton-oh/vnd7zpg/
739-755 Irving Ave,,,"739-755 Irving Ave, Dayton, OH 45409",False,1946,,https://www.apartments.com/739-755-irving-ave-dayton-oh/9640my4/
819 Irving Ave,,,"819 Irving Ave, Dayton, OH 45409",False,1957,16,https://www.apartments.com/819-irving-ave-dayton-oh/35hvy3f/
Medford Court Apartments,,,"279 Medford St, Dayton, OH 45410",False,1964,16,https://www.apartments.com/medford-court-apartments-dayton-oh/jlcswe7/
Medford Apartments,,,"275 Medford St, Dayton, OH 45410",False,1964,19,https://www.apartments.com/medford-apartments-dayton-oh/w84tbqj/
Plumwood Terrace,,,"147 Plumwood Rd, Dayton, OH 45409",False,1965,55,https://www.apartments.com/plumwood-terrace-dayton-oh/5fd428m/
16-20 Mello Ave,,,"16-20 Mello Ave, Dayton, OH 45410",False,,,https://www.apartments.com/16-20-mello-ave-dayton-oh/lkrm8fd/
15-17 Mello Ave,,,"15-17 Mello Ave, Dayton, OH 45410",False,1964,,https://www.apartments.com/15-17-mello-ave-dayton-oh/0w290l0/
524 Beckman St,,,"524 Beckman St, Dayton, OH 45410",False,1971,,https://www.apartments.com/524-beckman-st-dayton-oh/cps0n4e/
824 E. Stewart Street,,,"824 E Stewart St, Dayton, OH 45410",False,1960,,https://www.apartments.com/824-e-stewart-street-dayton-oh/de2147l/
151-163 Medford St,,,"151-163 Medford St, Dayton, OH 45410",False,,,https://www.apartments.com/151-163-medford-st-dayton-oh/t4bnj89/
144 Medford St,,,"144 Medford St, Dayton, OH 45410",False,1963,,https://www.apartments.com/144-medford-st-dayton-oh/slk2tc7/
101 Medford St,,,"101 Medford St, Dayton, OH 45410",False,1960,,https://www.apartments.com/101-medford-st-dayton-oh/5l7rk0q/
2 Ware Ave,,,"2 Ware Ave, Dayton, OH 45410",False,1850,,https://www.apartments.com/2-ware-ave-dayton-oh/0fel9d1/
9-13 Anderson St,,,"9-13 Anderson St, Dayton, OH 45410",False,1928,,https://www.apartments.com/9-13-anderson-st-dayton-oh/05e6br1/
2005 Wayne Ave,,,"2005 Wayne Ave, Dayton, OH 45410",False,1885,,https://www.apartments.com/2005-wayne-ave-dayton-oh/s2btxz6/
Bull Apartments,,,"2233 Wayne Ave, Dayton, OH 45410",False,1982,,https://www.apartments.com/bull-apartments-dayton-oh/sy4p6v5/
Wayne Manor,,,"2036 Wayne Ave, Dayton, OH 45410",False,1970,,https://www.apartments.com/wayne-manor-dayton-oh/2ff6zg8/
635 Far Hills Ave,,,"635 Far Hills Ave, Dayton, OH 45419",False,1927,11,https://www.apartments.com/635-far-hills-ave-dayton-oh/0d52j00/
1040 Irving Ave,,,"1040 Irving Ave, Dayton, OH 45419",False,1951,,https://www.apartments.com/1040-irving-ave-dayton-oh/2qk2fl9/
311 Firwood Dr,,,"311 Firwood Dr, Dayton, OH 45419",False,1951,,https://www.apartments.com/311-firwood-dr-dayton-oh/jjytel5/
323 Firwood Dr,,,"323 Firwood Dr, Dayton, OH 45419",False,1963,,https://www.apartments.com/323-firwood-dr-dayton-oh/fvswxft/
329 Firwood Dr,,,"329 Firwood Dr, Dayton, OH 45419",False,1963,,https://www.apartments.com/329-firwood-dr-dayton-oh/zvgrypx/
337 Firwood Dr,,,"337 Firwood Dr, Dayton, OH 45419",False,,,https://www.apartments.com/337-firwood-dr-dayton-oh/y8xpc4r/
306 Firwood Dr,,,"306 Firwood Dr, Dayton, OH 45419",False,1951,,https://www.apartments.com/306-firwood-dr-dayton-oh/0plbq12/
1054 Brown St,,,"1054 Brown St, Dayton, OH 45409",False,1913,,https://www.apartments.com/1054-brown-st-dayton-oh/16ldk15/
343 Firwood Dr,,,"343 Firwood Dr, Dayton, OH 45419",False,1970,,https://www.apartments.com/343-firwood-dr-dayton-oh/2rxcgdc/
318 Firwood Dr,,,"318 Firwood Dr, Dayton, OH 45419",False,1953,,https://www.apartments.com/318-firwood-dr-dayton-oh/t9p74qc/
2308 Wayne Ave,,,"2308 Wayne Ave, Dayton, OH 45420",False,1961,18,https://www.apartments.com/2308-wayne-ave-dayton-oh/spzvqm7/
326-328 Firwood Dr,,,"326-328 Firwood Dr, Dayton, OH 45419",False,1970,,https://www.apartments.com/326-328-firwood-dr-dayton-oh/ln1bfwf/
334-336 Firwood Dr,,,"334-336 Firwood Dr, Dayton, OH 45419",False,1970,,https://www.apartments.com/334-336-firwood-dr-dayton-oh/z7cn4rw/
27 Margaret St,,,"27 Margaret St, Dayton, OH 45410",False,1925,,https://www.apartments.com/27-margaret-st-dayton-oh/znydq8x/
2318 Wayne Ave,,,"2318 Wayne Ave, Dayton, OH 45420",False,1969,,https://www.apartments.com/2318-wayne-ave-dayton-oh/d8s5xyj/
1577 Wayne Ave,,,"1577 Wayne Ave, Dayton, OH 45410",False,1910,,https://www.apartments.com/1577-wayne-ave-dayton-oh/ex4k7en/
202-208 Rubicon St,,,"202-208 Rubicon St, Dayton, OH 45409",False,1900,,https://www.apartments.com/202-208-rubicon-st-dayton-oh/e9y0qdn/
1126 Irving Ave,,,"1126 Irving Ave, Dayton, OH 45419",False,1963,,https://www.apartments.com/1126-irving-ave-dayton-oh/488q34k/
135 Jay St,,,"135 Jay St, Dayton, OH 45410",False,1960,,https://www.apartments.com/135-jay-st-dayton-oh/z333egz/
1573 Wayne Ave,,,"1573 Wayne Ave, Dayton, OH 45410",False,1907,,https://www.apartments.com/1573-wayne-ave-dayton-oh/cpe0ysd/
308 Constantia Ave,,,"308 Constantia Ave, Dayton, OH 45419",False,1963,,https://www.apartments.com/308-constantia-ave-dayton-oh/wn0ynfl/
318 Constantia,,,"318 Constantia, Dayton, OH 45419",False,1961,,https://www.apartments.com/318-constantia-dayton-oh/gtl5qjz/
1569 Wayne Ave,,,"1569 Wayne Ave, Dayton, OH 45410",False,1911,,https://www.apartments.com/1569-wayne-ave-dayton-oh/xe983jm/
1582 Wayne Ave,,,"1582 Wayne Ave, Dayton, OH 45410",False,1930,,https://www.apartments.com/1582-wayne-ave-dayton-oh/n51wgfp/
473 Wyoming St,,,"473 Wyoming St, Dayton, OH 45410",False,1912,,https://www.apartments.com/473-wyoming-st-dayton-oh/2e8637b/
418 Alberta St,,,"418 Alberta St, Dayton, OH 45410",False,1885,10,https://www.apartments.com/418-alberta-st-dayton-oh/kyl7t9c/
140 Park Dr,,,"140 Park Dr, Dayton, OH 45410",False,1911,,https://www.apartments.com/140-park-dr-dayton-oh/4w90p3j/
131 Glencoe Ave,,,"131 Glencoe Ave, Dayton, OH 45410",False,1900,,https://www.apartments.com/131-glencoe-ave-dayton-oh/1rrzy06/
27-35 Gunckel Ave,,,"27-35 Gunckel Ave, Dayton, OH 45410",False,,,https://www.apartments.com/27-35-gunckel-ave-dayton-oh/z0v4ezx/
716 Wyoming St,,,"716 Wyoming St, Dayton, OH 45410",False,1950,,https://www.apartments.com/716-wyoming-st-dayton-oh/6bzp9ds/
731-733 Wyoming St,,,"731-733 Wyoming St, Dayton, OH 45410",False,1900,,https://www.apartments.com/731-733-wyoming-st-dayton-oh/vmn7x4e/
173 Indiana Ave,,,"173 Indiana Ave, Dayton, OH 45410",False,1910,16,https://www.apartments.com/173-indiana-ave-dayton-oh/xyq1z7m/
443 Quitman St,,,"443 Quitman St, Dayton, OH 45410",False,1961,,https://www.apartments.com/443-quitman-st-dayton-oh/t3nt0xb/
444 Quitman St,,,"444 Quitman St, Dayton, OH 45410",False,1965,,https://www.apartments.com/444-quitman-st-dayton-oh/e2fdw8p/
933-1001 Far Hills Ave,,,"933-1001 Far Hills Ave, Dayton, OH 45419",False,1960,,https://www.apartments.com/933-1001-far-hills-ave-dayton-oh/5b36lnm/
1039 Wyoming St,,,"1039 Wyoming St, Dayton, OH 45410",False,1904,,https://www.apartments.com/1039-wyoming-st-dayton-oh/szst6e6/
170 Virginia Ave,,,"170 Virginia Ave, Dayton, OH 45410",False,1955,,https://www.apartments.com/170-virginia-ave-dayton-oh/jgtbwt6/
401 Patterson Rd,,,"401 Patterson Rd, Dayton, OH 45419",False,1941,,https://www.apartments.com/401-patterson-rd-dayton-oh/hdsh8c2/
Parliment House,,,"737 Wilmington Ave, Dayton, OH 45420",False,1967,20,https://www.apartments.com/parliment-house-dayton-oh/e0x7gbq/
62 Indiana Ave,,,"62 Indiana Ave, Dayton, OH 45410",False,1930,,https://www.apartments.com/62-indiana-ave-dayton-oh/jkw9y35/
The 1880's House Apartments,,,"130 Perrine St, Dayton, OH 45410",False,1884,,https://www.apartments.com/the-1880s-house-apartments-dayton-oh/tvfgnk8/
1224 Wayne Ave,,,"1224 Wayne Ave, Dayton, OH 45410",False,1855,,https://www.apartments.com/1224-wayne-ave-dayton-oh/hfk61x3/
1228 Wyoming St,,,"1228 Wyoming St, Dayton, OH 45410",False,1915,17,https://www.apartments.com/1228-wyoming-st-dayton-oh/gwsy76w/
1107 Far Hills Ave,,,"1107 Far Hills Ave, Dayton, OH 45419",False,1951,,https://www.apartments.com/1107-far-hills-ave-dayton-oh/lsmyj1d/
1213 Wyoming St,,,"1213 Wyoming St, Dayton, OH 45410",False,1900,,https://www.apartments.com/1213-wyoming-st-dayton-oh/7r4x6rx/
1121 Far Hills Ave,,,"1121 Far Hills Ave, Oakwood, OH 45419",False,1952,,https://www.apartments.com/1121-far-hills-ave-oakwood-oh/r360dq2/
827 Wilmington Ave,,,"827 Wilmington Ave, Dayton, OH 45420",False,1972,,https://www.apartments.com/827-wilmington-ave-dayton-oh/cxf1xse/
1315 Wyoming St,,,"1315 Wyoming St, Dayton, OH 45410",False,1964,,https://www.apartments.com/1315-wyoming-st-dayton-oh/t479j58/
307-309 Quitman St,,,"307-309 Quitman St, Dayton, OH 45410",False,1920,,https://www.apartments.com/307-309-quitman-st-dayton-oh/l9bf37f/
1400 Wyoming St,,,"1400 Wyoming St, Dayton, OH 45410",False,1900,,https://www.apartments.com/1400-wyoming-st-dayton-oh/b8gnk68/
Glenwood Apartments,,,"828 Wilmington Ave, Dayton, OH 45420",False,1967,,https://www.apartments.com/glenwood-apartments-dayton-oh/ssrf4b6/
Twin Towers Crossing,,,"208 Fillmore St, Dayton, OH 45410",False,2010,40,https://www.apartments.com/twin-towers-crossing-dayton-oh/78ykb8x/
1032 Wayne Ave,,,"1032 Wayne Ave, Dayton, OH 45410",False,1908,16,https://www.apartments.com/1032-wayne-ave-dayton-oh/z9jdtdw/
332 Hickory St,,,"332 Hickory St, Dayton, OH 45410",False,1900,,https://www.apartments.com/332-hickory-st-dayton-oh/32rjy3e/
338 Hickory St,,,"338 Hickory St, Dayton, OH 45410",False,1963,,https://www.apartments.com/338-hickory-st-dayton-oh/s8g5sm6/
Lytle Lane Apartments,,,"1225-1233 Lytle Ln, Dayton, OH 45409",False,,,https://www.apartments.com/lytle-lane-apartments-dayton-oh/h809qg1/
825 Ivywood St,,,"825 Ivywood St, Dayton, OH 45420",False,1968,,https://www.apartments.com/825-ivywood-st-dayton-oh/9e5gpg5/
400 Hickory St,,,"400 Hickory St, Dayton, OH 45410",False,1919,,https://www.apartments.com/400-hickory-st-dayton-oh/pc7xd4t/
317 Hickory St,,,"317 Hickory St, Dayton, OH 45410",False,1915,,https://www.apartments.com/317-hickory-st-dayton-oh/x6x595n/
615 Roy Ave,,,"615 Roy Ave, Dayton, OH 45419",False,1951,,https://www.apartments.com/615-roy-ave-dayton-oh/dncx2ll/
323-333 Hickory St,,,"323-333 Hickory St, Dayton, OH 45410",False,,,https://www.apartments.com/323-333-hickory-st-dayton-oh/7jvwdnw/
519 Patterson Rd,,,"519 Patterson Rd, Dayton, OH 45419",False,1945,14,https://www.apartments.com/519-patterson-rd-dayton-oh/vkn85hd/
102 Fillmore St,,,"102 Fillmore St, Dayton, OH 45410",False,1895,,https://www.apartments.com/102-fillmore-st-dayton-oh/mb1sesk/
Lytle Lane Apartments,,,"1930-1940 W Schantz Ave, Dayton, OH 45409",False,1951,,https://www.apartments.com/lytle-lane-apartments-dayton-oh/1svqzp6/
330 Warren St,,,"330 Warren St, Dayton, OH 45402",False,1918,,https://www.apartments.com/330-warren-st-dayton-oh/0y58ms0/
119 Burns Ave,,,"119 Burns Ave, Dayton, OH 45402",False,1918,,https://www.apartments.com/119-burns-ave-dayton-oh/7ffmxfy/
Kay's Apartments,,,"614 Roy Ave, Dayton, OH 45419",False,1944,10,https://www.apartments.com/kays-apartments-dayton-oh/pysy19v/
212-226 Quitman St,,,"212-226 Quitman St, Dayton, OH 45410",False,1905,,https://www.apartments.com/212-226-quitman-st-dayton-oh/983s784/
624 Shadowlawn Ave,,,"624 Shadowlawn Ave, Dayton, OH 45419",False,1949,,https://www.apartments.com/624-shadowlawn-ave-dayton-oh/x37xc6q/
116-124 Xenia Ave,,,"116-124 Xenia Ave, Dayton, OH 45410",False,1905,,https://www.apartments.com/116-124-xenia-ave-dayton-oh/7rl1bpw/
306 Xenia Ave,,,"306 Xenia Ave, Dayton, OH 45410",False,1908,,https://www.apartments.com/306-xenia-ave-dayton-oh/htqxjt0/
824-826 Shroyer Rd,,,"824-826 Shroyer Rd, Dayton, OH 45419",False,,,https://www.apartments.com/824-826-shroyer-rd-dayton-oh/q6jcgrx/
364 Xenia Ave,,,"364 Xenia Ave, Dayton, OH 45410",False,1890,,https://www.apartments.com/364-xenia-ave-dayton-oh/mwqv0mh/
414 Xenia Ave,,,"414 Xenia Ave, Dayton, OH 45410",False,1965,10,https://www.apartments.com/414-xenia-ave-dayton-oh/zdy1xnx/
Wilmington Hi-Rise,,,"958 Wilmington Ave, Dayton, OH 45420",False,1971,64,https://www.apartments.com/wilmington-hi-rise-dayton-oh/wg3mskj/
Xenia Ave,,,"416 Xenia Ave, Dayton, OH 45410",False,1965,10,https://www.apartments.com/xenia-ave-dayton-oh/dezxtnl/
Ohmer Apartments,,,"1350 Creighton Ave, Dayton, OH 45420",False,1975,,https://www.apartments.com/ohmer-apartments-dayton-oh/g2p0kny/
Lincoln Street Apartments,,,"101-111 E Lincoln St, Dayton, OH 45402",False,1900,,https://www.apartments.com/lincoln-street-apartments-dayton-oh/ewv8evn/
